🕘️更新时间,#genre#
海南卫视,http://tvpull.careryun.com/tv/hainws.m3u8
海南卫视,http://goo.bkpcp.top/mg/hinws
海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8
海南卫视,http://58.221.214.82:9901/tsfile/live/0016_2.m3u8
海南卫视,http://dsm.huarunguoji.top:35455/itv/5000000004000006211.m3u8?cdn=bestzb
海南卫视,http://61.138.128.226:19901/tsfile/live/1015_1.m3u8
海南卫视,http://111.160.17.2:59901/tsfile/live/0001_35.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://183.11.239.36:808/hls/124/index.m3u8
海南卫视,http://58.220.219.14:9901/tsfile/live/0120_2.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226406
河北卫视,http://tvpull.careryun.com/tv/hbws.m3u8
河北卫视,http://123.182.60.29:9002/hls/18/index.m3u8
河北卫视,http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8
河北卫视,http://180.213.174.225:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.61.236.247:9081/hls/17/index.m3u8
河北卫视,http://dsm.huarunguoji.top:35455/itv/5000000006000040016.m3u8?cdn=bestzb
河北卫视,http://112.101.78.50:9901/tsfile/live/0117_1.m3u8
河北卫视,http://218.13.170.98:9901/tsfile/live/1016_1.m3u8
河北卫视,http://58.17.116.69:9908/tsfile/live/0001_36.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226397
吉林卫视,http://tvpull.careryun.com/tv/jlws.m3u8
吉林卫视,http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8
吉林卫视,http://180.213.174.225:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://58.19.43.46:9901/tsfile/live/1007_1.m3u8
吉林卫视,http://58.221.214.82:9901/tsfile/live/0116_1.m3u8
吉林卫视,http://111.61.236.247:9081/hls/45/index.m3u8
吉林卫视,http://dsm.huarunguoji.top:35455/itv/5000000011000031117.m3u8?cdn=bestzb
吉林卫视,http://112.101.78.50:9901/tsfile/live/0116_1.m3u8
吉林卫视,http://113.25.252.226:9901/tsfile/live/0116_1.m3u8
江西卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226344
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
江西卫视,http://tvpull.careryun.com/tv/jxws.m3u8
江西卫视,http://goo.bkpcp.top/mg/jxws
江西卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8
江西卫视,http://110.53.52.63:8888/newlive/live/hls/41/live.m3u8
江西卫视,http://58.17.48.228:808/hls/17/index.m3u8
江西卫视,http://183.94.1.118:8801/tsfile/live/0138_1.m3u8
江西卫视,http://58.19.43.46:9901/tsfile/live/1045_1.m3u8
江西卫视,http://58.221.214.82:9901/tsfile/live/0138_1.m3u8
辽宁卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226546
辽宁卫视,http://110.53.52.63:8888/newlive/live/hls/46/live.m3u8
辽宁卫视,http://180.213.174.225:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://183.94.1.118:8801/tsfile/live/0121_1.m3u8
辽宁卫视,http://dassby.qqff.top:99/live/辽宁卫视高清/index.m3u8
辽宁卫视,http://58.19.43.46:9901/tsfile/live/1041_1.m3u8
辽宁卫视,http://58.221.214.82:9901/tsfile/live/0121_1.m3u8
辽宁卫视,http://111.61.236.247:9081/hls/30/index.m3u8
辽宁卫视,http://ct.370829.xyz:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
辽宁卫视,http://bg5aqv.top:35455/itv/1000000005000265022.m3u8?cdn=ystenlive
宁夏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225632
宁夏卫视,http://tvpull.careryun.com/tv/cn_nxws.m3u8
宁夏卫视,http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8
宁夏卫视,http://110.53.52.63:8888/newlive/live/hls/39/live.m3u8
宁夏卫视,http://58.19.43.46:9901/tsfile/live/1003_1.m3u8
宁夏卫视,http://111.61.236.247:9081/hls/51/index.m3u8
宁夏卫视,http://dsm.huarunguoji.top:35455/itv/1000000002000031451.m3u8?cdn=ystenlive
宁夏卫视,http://112.101.78.50:9901/tsfile/live/0112_1.m3u8
宁夏卫视,http://110.80.17.38:9901/tsfile/live/0016_1.m3u8
宁夏卫视,http://61.138.128.226:19901/tsfile/live/0112_1.m3u8
青海卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225628
青海卫视,http://tvpull.careryun.com/tv/qhws.m3u8
青海卫视,http://110.53.52.63:8888/newlive/live/hls/38/live.m3u8
青海卫视,http://58.19.43.46:9901/tsfile/live/1014_1.m3u8
青海卫视,http://58.221.214.82:9901/tsfile/live/0018_1.m3u8
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8
青海卫视,http://ct.370829.xyz:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
青海卫视,http://bg5aqv.top:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
青海卫视,http://3501776.xyz:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
青海卫视,http://111.170.172.113:35455/itv/1000000002000013359.m3u8?cdn=ystenlive
山西卫视,http://36.32.174.67:60080/newlive/live/hls/43/live.m3u8
山西卫视,http://110.53.52.63:8888/newlive/live/hls/43/live.m3u8
山西卫视,http://58.19.43.46:9901/tsfile/live/1009_1.m3u8
山西卫视,http://58.221.214.82:9901/tsfile/live/0017_1.m3u8
山西卫视,http://111.61.236.247:9081/hls/47/index.m3u8
山西卫视,http://dsm.huarunguoji.top:35455/itv/1000000002000021220.m3u8?cdn=ystenlive
山西卫视,http://121.33.239.242:9901/tsfile/live/0118_1.m3u8
山西卫视,http://120.238.94.10:9901/tsfile/live/1071_1.m3u8
山西卫视,http://112.101.78.50:9901/tsfile/live/0118_1.m3u8
山西卫视,http://61.156.228.12:8154/tsfile/live/0118_1.m3u8
陕西卫视,http://tvpull.careryun.com/tv/sxws.m3u8
陕西卫视,http://goo.bkpcp.top/mg/sxws
陕西卫视,http://36.32.174.67:60080/newlive/live/hls/44/live.m3u8
陕西卫视,http://110.53.52.63:8888/newlive/live/hls/40/live.m3u8
陕西卫视,http://112.46.85.60:8009/hls/17/index.m3u8
陕西卫视,http://58.19.43.46:9901/tsfile/live/1013_1.m3u8
陕西卫视,http://111.61.236.247:9081/hls/46/index.m3u8
陕西卫视,http://dsm.huarunguoji.top:35455/itv/1000000002000007495.m3u8?cdn=ystenlive
陕西卫视,http://112.101.78.50:9901/tsfile/live/0136_1.m3u8
陕西卫视,http://121.33.239.242:9901/tsfile/live/0136_1.m3u8
四川卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226338
四川卫视,http://tvpull.careryun.com/tv/cn_ahws.m3u8
四川卫视,http://123.182.60.29:9002/hls/36/index.m3u8
四川卫视,http://36.32.174.67:60080/newlive/live/hls/29/live.m3u8
四川卫视,http://110.53.52.63:8888/newlive/live/hls/31/live.m3u8
四川卫视,http://180.213.174.225:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://183.94.1.118:8801/tsfile/live/0123_1.m3u8
四川卫视,http://58.19.43.46:9901/tsfile/live/1043_1.m3u8
四川卫视,http://58.221.214.82:9901/tsfile/live/0123_1.m3u8
四川卫视,http://111.61.236.247:9081/hls/35/index.m3u8
三沙卫视,http://dsm.huarunguoji.top:35455/itv/5000000011000288016.m3u8?cdn=bestzb
三沙卫视,http://jf.jxx2023.work:40446/tsfile/live/1035_1.m3u8
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://111.160.17.2:59901/tsfile/live/0001_45.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://183.11.239.36:808/hls/76/index.m3u8
天津卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226459
天津卫视,http://tvpull.careryun.com/tv/cn_tjws.m3u8
天津卫视,http://123.182.60.29:9002/hls/23/index.m3u8
天津卫视,http://36.32.174.67:60080/newlive/live/hls/26/live.m3u8
天津卫视,http://110.53.52.63:8888/newlive/live/hls/42/live.m3u8
天津卫视,http://180.213.174.225:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8
天津卫视,http://58.221.214.82:9901/tsfile/live/0135_1.m3u8
天津卫视,http://111.61.236.247:9081/hls/29/index.m3u8
天津卫视,http://ct.370829.xyz:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225638
西藏卫视,http://36.32.174.67:60080/newlive/live/hls/48/live.m3u8
西藏卫视,http://110.53.52.63:8888/newlive/live/hls/36/live.m3u8
西藏卫视,http://111.61.236.247:9081/hls/52/index.m3u8
西藏卫视,http://dsm.huarunguoji.top:35455/itv/6603041244077933770.m3u8?cdn=ystenlive
西藏卫视,http://112.101.78.50:9901/tsfile/live/0111_1.m3u8
西藏卫视,http://120.238.94.10:9901/tsfile/live/1077_1.m3u8
西藏卫视,http://113.25.252.226:9901/tsfile/live/1003_1.m3u8
西藏卫视,http://61.138.128.226:19901/tsfile/live/0111_1.m3u8
西藏卫视,http://121.33.239.242:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225635
新疆卫视,http://tvpull.careryun.com/tv/cn_xjws.m3u8
新疆卫视,http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8
新疆卫视,http://110.53.52.63:8888/newlive/live/hls/37/live.m3u8
新疆卫视,http://111.61.236.247:9081/hls/53/index.m3u8
新疆卫视,http://dsm.huarunguoji.top:35455/itv/1000000002000029441.m3u8?cdn=ystenlive
新疆卫视,http://112.101.78.50:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8
新疆卫视,http://61.156.228.12:8154/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://110.80.17.38:9901/tsfile/live/0018_1.m3u8
云南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226444
云南卫视,http://123.182.60.29:9002/hls/33/index.m3u8
云南卫视,http://36.32.174.67:60080/newlive/live/hls/45/live.m3u8
云南卫视,http://110.53.52.63:8888/newlive/live/hls/26/live.m3u8
云南卫视,http://111.61.236.247:9081/hls/32/index.m3u8
云南卫视,http://dsm.huarunguoji.top:35455/itv/5000000011000031120.m3u8?cdn=bestzb
云南卫视,https://hwapi.yntv.net/62hdvf/41hse3.m3u8
云南卫视,http://112.101.78.50:9901/tsfile/live/0119_1.m3u8
云南卫视,http://121.33.239.242:9901/tsfile/live/0119_1.m3u8
云南卫视,http://120.238.94.10:9901/tsfile/live/1069_1.m3u8
黑龙江卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226585
黑龙江卫视,http://tvpull.careryun.com/tv/cn_hljws.m3u8
黑龙江卫视,http://110.53.52.63:8888/newlive/live/hls/44/live.m3u8
黑龙江卫视,http://180.213.174.225:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://58.19.43.46:9901/tsfile/live/1008_1.m3u8
黑龙江卫视,http://58.221.214.82:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://111.61.236.247:9081/hls/34/index.m3u8
黑龙江卫视,http://dsm.huarunguoji.top:35455/itv/1000000005000265029.m3u8?cdn=ystenlive
黑龙江卫视,http://112.101.78.50:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://121.33.239.242:9901/tsfile/live/0019_1.m3u8
内蒙古卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225634
内蒙古卫视,http://110.53.52.63:8888/newlive/live/hls/45/live.m3u8
内蒙古卫视,http://180.213.174.225:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://111.61.236.247:9081/hls/48/index.m3u8
内蒙古卫视,http://112.101.78.50:9901/tsfile/live/0109_1.m3u8
内蒙古卫视,http://61.156.228.12:8154/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://61.138.128.226:19901/tsfile/live/0109_1.m3u8
内蒙古卫视,http://121.33.239.242:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://183.11.239.36:808/hls/60/index.m3u8
内蒙古卫视,http://58.220.219.14:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0

🇭🇰港澳台🇭🇰,#genre#
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港佛陀,https://v.amtb.info/liveedge/_definst_/smil:wdmaster.smil/chunklist_b828000.m3u8
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MD0D2495250724952507&ct=19249&tsum=b1c0a577a7f4aaa9af143d124ba24a40
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文,https://video19.ifeng.com/video09/2025/01/22/p7287808241193460549-102-205529.mp4?reqtype=tsl
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
大爱1台,https://pulltv2.wanfudaluye.com/live/tv1.m3u8
大爱1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台,http://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱2台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2台,http://pulltv1.wanfudaluye.com/live/tv2.m3u8
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40
翡翠台,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
翡翠台,http://mzitv.cn:32/tsfile/live/1016_1.m3u8
翡翠台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941619&extension=ts&play_token=p2yEuU1aFS
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS新闻,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941622&extension=ts&play_token=E9ymAxKoVJ
台视新闻,https://live.wcetv.com/hls/master-ttvnews.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
台视新闻,http://ku9.fr.to/smt.php?id=ttvnews_twn
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
中天新闻,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
东森新闻,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
动物星球,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
唯心电视,https://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
寰宇新闻台,http://ku9.fr.to/smt.php?id=huanyuxinwen_twn
寰宇新闻台,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
中天亚洲台,http://ku9.fr.to/smt.php?id=ctiasia_twn
中天亚洲台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571212&extension=ts&play_token=yaoffzUbUJ
TVB翡翠,http://php.jdshipin.com:8880/smt.php?id=jade_twn
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳门莲花,http://nettvpro.live/hls/lotustv.php?zgangd
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://quan2018.mycloudnas.com:51888/play/a016/index.m3u8
无线翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线华丽,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧经典,https://s2-10623-kwimgs.52520.xyz/histar.php?key=e7613508260c3c3d8d25b90c55a923bf&id=tvb-classic
千禧经典,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571197&extension=ts&play_token=S0w0stULcO
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典,http://111.160.17.2:59901/tsfile/live/0001_20.m3u8?key=txiptv&playlive=1&authid=0
台视,rtmp://f13h.mine.nu/sat/tv071
民视,rtmp://f13h.mine.nu/sat/tv051
华视,rtmp://f13h.mine.nu/sat/tv111
中视,rtmp://f13h.mine.nu/sat/tv091
中视新闻台,http://ku9.fr.to/smt.php?id=zhongshinews_twn
年代新闻台,http://50.7.234.10:8278/niandainews_twn/playlist.m3u8?tid=m062d2322888417909285&ct=17874&tsum=da6e0908f8df0e85b37f9d93167b9fcd
东森新闻台,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
中天新闻台,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新闻台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
三立新闻台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
非凡新闻台,rtmp://f13h.mine.nu/sat/tv581
非凡新闻台,http://ku9.fr.to/smt.php?id=feifannews_twn
纬来体育台,rtmp://f13h.mine.nu:1935/sat/tv721
纬来体育台,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40
纬来体育台,http://dassby.qqff.top:99/live/辽宁体育/index.m3u8
纬来体育台,http://ku9.fr.to/smt.php?id=videolandsport
纬来体育台,https://cloud.yumixiu768.com:443/tmp/123.m3u8
纬来体育台,rtmp://220.130.201.73/sat/tv721
TVBS-新闻台,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS-新闻台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941622&extension=ts&play_token=E9ymAxKoVJ
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB无线新闻,http://cdn.iptv8k.top/dl/jspd.php?id=2
TVB无线新闻,https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40
TVB明珠,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB明珠,http://mzitv.cn:32/tsfile/live/1017_1.m3u8
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
TVB星河,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941620&extension=ts&play_token=TBgeJuh42H
VIU TV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
VIU TV,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
VIU TV,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156112507&edge=live.tvfree.sbs
八大戏剧,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=ME4E4734124647341246&ct=19225&tsum=c4e596572a79ad99675ee2137d1cc43d
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一,http://50.7.234.10:8278/badafirst/playlist.m3u8?tid=MBDB5904995459049954&ct=19193&tsum=ab627e00a84b423b5747a65289eec076
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
东森超视,rtmp://f13h.mine.nu/sat/tv331
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
三立台湾,http://50.7.234.10:8278/sanlitaiwan/playlist.m3u8?tid=MD3D6272113862721138&ct=19344&tsum=67db4abe16d57b8ac1ca573eab42c5e4
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941621&extension=ts&play_token=vFR5CkmzbA
龙华电影台,https://s2-10623-kwimgs.52520.xyz/4gtv.php?key=e7613508260c3c3d8d25b90c55a923bf&id=litv-longturn03
tvN,https://d2mtknivycr9zl.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ndbnpcfczvjbq-ssai-prd/b32caf42_751e_4035_8904_b2cded676be7/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBC32000156C
tvN,https://ss5.domint.net:3032/vozz_str/vozzmedia/playlist.m3u8
tvN,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/02.m3u8

🐼少儿频道,#genre#
动漫秀场,http://180.213.174.225:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://58.221.214.82:9901/tsfile/live/0008_2.m3u8
优漫卡通,http://110.53.218.182:9902/tsfile/live/1006_1.m3u8
金鹰卡通,http://110.53.52.63:8888/newlive/live/hls/49/live.m3u8
金鹰卡通,http://183.94.1.118:8801/tsfile/live/1000_1.m3u8
金鹰卡通,http://58.19.43.46:9901/tsfile/live/1000_1.m3u8
金鹰卡通,http://112.101.78.50:9901/tsfile/live/1016_1.m3u8
金鹰卡通,http://121.33.239.242:9901/tsfile/live/38727_1.m3u8
金鹰卡通,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-5.m3u8
金鹰卡通,http://110.80.17.38:9901/tsfile/live/0016_2.m3u8
金鹰卡通,http://61.138.128.226:19901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://60.12.183.46:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
金鹰卡通,http://111.160.17.2:59901/tsfile/live/0001_33.m3u8?key=txiptv&playlive=1&authid=0
24H国漫热播,https://lunbo.freetv.top/yy/1353937086
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://qiniup-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
七龙珠,http://182.40.120.195/test-txdwk.flv.huya.com/src/1524418081-1524418081-6547325803326078976-3048959618-10057-A-0-1.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
斗破苍穹玄幻剧,https://live.metshop.top/yy/1356051105
猫和老鼠,http://182.40.120.180/test-txdwk.flv.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8
蜡笔小新,http://182.40.120.230/test-txdwk.flv.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1.m3u8

🎬电影频道,#genre#
天龙八部,https://lunbo.freetv.top/yy/1351814644
天龙八部,http://182.40.120.195/test-txdwk.flv.huya.com/src/1099531752675-1099531752675-86435783040303104-2199063628806-10057-A-0-1.m3u8
天龙八部,https://live.metshop.top/yy/1351814644
龙马精神,https://vip.ffzy-online6.com/20230603/12901_b0997ad4/index.m3u8
五亿探长雷洛传1：雷老虎,https://vip.ffzy-online.com/20221015/672_cd3f2629/index.m3u8
五亿探长雷洛传2：父子情仇,https://vip.ffzy-online.com/20221015/676_0dc45896/index.m3u8
拆弹专家,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
赌侠大战拉斯维加斯,https://vip.ffzy-online.com/20221017/873_cf765959/index.m3u8
赌城大亨之新哥传奇,https://vip.ffzy-online.com/20221017/864_5fbb1d87/index.m3u8
赌城大亨II之至尊无敌,https://vip.ffzy-online.com/20221017/863_ed22c0c3/index.m3u8
暗战,https://vip.ffzy-online.com/20221015/583_fb343007/index.m3u8
侠圣,https://vip.ffzy-online.com/20221015/741_196889fc/index.m3u8
澳门风云1,https://vip.ffzy-online.com/20221015/587_536debfc/index.m3u8
赌神1,https://vip.ffzy-online.com/20221017/865_74da177a/index.m3u8
古董局中局,https://vip.ffzy-online.com/20221017/983_2bd33011/index.m3u8
囧妈,https://vip.ffzy-online.com/20230122/54089_b5925cb9/index.m3u8
爱情神话,https://vip.ffzy-online.com/20221015/575_a2c32b8f/index.m3u8
超时空同居,https://vip.ffzy-online.com/20221015/745_b4a413ef/index.m3u8
笑傲江湖,http://rihou.cc:555/huyad.php?id=23865142
笑傲江湖,https://lunbo.freetv.top/yy/1354930909
笑傲江湖,https://live.metshop.top/huya/23865142
绍兴影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
新昌休闲影院,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8

🍄短剧系列,#genre#
逆命神医(96集),https://vd3.bdstatic.com/mda-peds8afg0055s0nh/720p/h264/1684091269327297304/mda-peds8afg0055s0nh.mp4
满月之下请相爱(100集),https://vd3.bdstatic.com/mda-pedkenasrhs239n2/sc/cae_h264/1684169079399702313/mda-pedkenasrhs239n2.mp4
